393.725	94.2729
392.877	94.2518
392.031	94.2315
391.19	94.2076
390.352	94.177
389.518	94.1389
388.687	94.0943
387.86	94.0463
387.036	93.999
386.216	93.9558
385.399	93.919
384.586	93.8886
383.776	93.8627
382.969	93.8381
382.166	93.8115
381.367	93.7802
380.57	93.7435
379.777	93.7026
378.987	93.6603
378.201	93.6202
377.418	93.5852
376.638	93.5568
375.861	93.5346
375.087	93.5159
374.317	93.4968
373.55	93.4732
372.785	93.4425
372.024	93.404
371.267	93.3595
370.512	93.3129
369.76	93.2693
369.011	93.2331
368.266	93.2068
367.523	93.1906
366.783	93.1815
366.047	93.1747
365.313	93.1648
364.582	93.1472
363.854	93.1199
363.129	93.0838
362.407	93.0424
361.688	93.0009
360.971	92.9646
360.258	92.9369
359.547	92.9185
358.839	92.9071
358.134	92.8981
357.432	92.886
356.732	92.8664
356.035	92.8373
355.341	92.8
354.649	92.7585
353.96	92.7183
353.274	92.6848
352.591	92.6612
351.91	92.6477
351.232	92.641
350.556	92.6358
349.883	92.6262
349.213	92.6079
348.545	92.5794
347.879	92.5429
347.217	92.5033
346.556	92.4667
345.899	92.4385
345.243	92.421
344.591	92.4132
343.94	92.4104
343.292	92.4061
342.647	92.3937
342.004	92.3693
341.363	92.3323
340.725	92.2863
340.089	92.2376
339.456	92.1932
338.825	92.1585
338.196	92.1354
337.569	92.1215
336.945	92.111
336.324	92.0966
335.704	92.0713
335.087	92.0315
334.472	91.9776
333.859	91.9142
333.249	91.8486
332.64	91.7882
332.034	91.7387
331.43	91.7018
330.829	91.675
330.229	91.6524
329.632	91.6267
329.037	91.5909
328.444	91.5411
327.853	91.4767
327.264	91.4005
326.678	91.3173
326.093	91.2324
325.511	91.1496
324.93	91.0707
324.352	90.9953
323.776	90.9217
323.201	90.8484
322.629	90.7751
322.059	90.7031
321.491	90.6354
320.925	90.575
320.361	90.5242
319.799	90.4831
319.238	90.4494
318.68	90.4187
318.124	90.3863
317.57	90.3483
317.017	90.3029
316.467	90.2513
315.918	90.1969
315.371	90.1442
314.826	90.0968
314.284	90.0566
313.743	90.0226
313.203	89.9916
312.666	89.9596
312.13	89.9231
311.597	89.8805
311.065	89.8332
310.535	89.7844
310.007	89.7382
309.48	89.698
308.956	89.6648
308.433	89.637
307.912	89.6106
307.392	89.5813
306.875	89.5455
306.359	89.5027
305.845	89.4554
305.332	89.4086
304.821	89.3684
304.312	89.3395
303.805	89.3235
303.3	89.3188
302.796	89.3206
302.293	89.323
301.793	89.3216
301.294	89.3147
300.797	89.3042
300.301	89.2949
299.807	89.2921
299.314	89.299
298.824	89.3151
298.335	89.3351
297.847	89.3504
297.361	89.3516
296.877	89.3323
296.394	89.2914
295.912	89.2343
295.433	89.1719
294.955	89.117
294.478	89.0806
294.003	89.0678
293.529	89.076
293.057	89.095
292.587	89.1109
292.118	89.1101
291.65	89.0842
291.184	89.0332
290.72	88.9655
290.257	88.8955
289.795	88.8388
289.335	88.8068
288.877	88.8027
288.419	88.8204
287.964	88.8465
287.509	88.8649
287.057	88.8623
286.605	88.8328
286.155	88.7801
285.706	88.7165
285.259	88.6581
284.813	88.6196
284.369	88.6091
283.926	88.625
283.484	88.6569
283.044	88.6892
282.605	88.7064
282.168	88.6992
281.731	88.6674
281.297	88.6202
280.863	88.5727
280.431	88.5407
280	88.5345
